label,Title,Name,Tahun,Abstract
Teknologi,PERANCANGAN SISTEM PREDIKSI PASANG SURUT AIR LAUT PELABUHAN TANJUNG MAS SEMARANG DENGAN METODE LEAST SQUARES,"Permana, Bima",2019,"Indonesia sebagai negara kepulaan terbesar di dunia menghasilkan sebuah fenomena pasang surut air laut yang sangat menarik untuk dikaji lebih dalam lagi. Salah satunya di Pelabuhan Tanjung Mas Semarang, Pengenalan mengenai pasang surut air laut sangat diperlukan untuk masayarakat dimana dengan pengenalan ini masayarakat dapat mengetahui mengenai pasang surut dapat berguna untuk berbagai keperluan Seperti dalam pembangunan bangunan pantai dan sebagainya, pasang surut sangat  dipertimbangkan. Dengan mengunakan algoritma least squares dilakukan prediksi pasang surut air laut pada pelabuhan tanjungmas semarang, hasil dari prediksi menampilkan nilai maksimal pasang surut air laut.dalam prediksi ini menampilkan perhitungan selama satu bulan dan menggunakan mean absolute error untuk mendapatkan keakuratan suatu model dengan menghitung nilai kesalahan error yang di dapat nilai 7,19 lebih rendah dari rata-rata data pasang surut air laut Pelabuhan Tanjung Mas Semarang yaitu 119,06 sehingga sistem ini bisa dijadikan referensi untuk melakukan prediksi pasang surut air laut Pelabuhan Tanjung Mas Semarang.

Kata Kunci : metode least squares, mean absolute error, data pasang surut air laut 2018"
Teknologi,SISTEM PENDUKUNG KEPUTUSAN UNTUK PREDIKSI PENJUALAN PADA TOKO ELYZABETH PARFUM MENGGUNAKAN METODE BROWN’S DOUBLE EXPONENTIAL SMOOTHING,"PURWANTO, PAMUJI",2019,"Toko Elyzabeth Parfum merupakan salah satu usaha yang bergerak dibidang penjualan parfum (wangi-wangian). Terdapat berbagai jenis dan merk parfum yang tersedia di toko ini.  Dalam proses pengadaan barang pada toko Elyzabeth Parfum masih dilakukan secara manual, data-data didokumentasikan dengan kurang baik sehingga proses perencanaan pengadaan stok barang masih sering mengasilkan nilai kesalahan yang tinggi. Prediksi merupakan salah satu cara meminimalkan nilai kesalahan yang dapat membantu pihak management dalam membuat perencanaan pengadaan barang yang efektif. Dalam penelitian ini perhitungan prediksi penjualan di toko Elyzabeth Parfum menggunakan metode Browns Double Exponential Smoothing. Dari hasil perhitungan menghasilkan nilai Mean Absolute Perentage Error  (MAPE)  7.16 %, yang dapat digolongkan sebagai tingkat kesalahan prediksi rendah karena nilai Mean Absolute Perentage Error (MAPE) kurang dari 10%.

Kata kunci : Forecasting, Prediksi Penjualan, Browns Double Exponential Smoothing"
Humaniora,APLIKASI BERBASIS WEB UNTUK DETEKSI BAHASA DAERAH DI INDONESIA DENGAN NAÏVE BAYES,"PRASETIYO, GURUH AGUNG",2019,"Deteksi bahasa daerah merupakan pendeteksi arti bahasa daerah ke bahasa lainnya. Adapun Bahasa yang akan di artikan daerah Sulawesi (Dialek Bugis), Jawa (Dialek Tegal-Banyumas), Kalimantan (Dialek Melayu) yang nantinya akan di artikan ke Bahasa Indonesia atau Inggris begitupun sebaliknya. Pengembangan aplikasi ini menggunakan metode Naive Bayes yaitu dengan model Web Engineering (Rekayasa Web). Tahapan aktifitas Web Engineering meliputi Customer Communication, Planning, Modeling, Construction, Delivery & Feedback. Naive Bayes memiliki tahapan klasifikasi dengan metode probabilitas dan statistik, sehingga jika diasumsikan kondisi antar atribut saling bebas bahwa ada atau tidak ciri tertentu dari sebuah kelas tidak ada hubungannya dengan ciri dari kelas lainnya. Hasil yang diperoleh pada pengembangan Aplikasi Deteksi Bahasa berbasis Website menggunakan metode Naive Bayes ini terbukti dapat mengatasi masyarakat yang tidak paham bahasa daerah dialek Bugis,dialek Tegal-Banyumas,dialek Melayu dan membantu komunikasi saat berpergian ke daerah itu.

Kata Kunci : Deteksi bahasa, Naïve bayes, Website"
Teknologi,SISTEM INFORMASI KEARSIPAN MENGGUNAKAN ALGORITMA COSINE SIMILARITY PADA BIRO ADMINISTRASI UMUM UNIVERSITAS ISLAM SULTAN AGUNG (UNISSULA) SEMARANG,"NOVIANTO, ANDIKA",2019,"Pengarsipan pada perguruan tinggi yang belum tertata dengan baik akan meyebabkan masalah, perlunya penataan kearsipan dengan baik dan tersistem menjadi hal yang wajib dilakukan oleh perguruan tinggi. Pentingnya kemudahan dalam mencari arsip yang dibutuhkan menjadi alasan penting mengapa perlu mengembangkan sistem pencari arsip yang dapat memudahkan dan mempercepat proses pencarian arsip. Sistem Informasi Kearsipan merupakan solusi yang dibutuhkan setiap perguruan tinggi dalam mengatur arsip, dan menyediakan arsip dalam bentuk digital sehingga mudah diakses oleh pengguna dengan lebih mudah, sehingga dapat meningkatkan efisiensi pekerjaan petugas administrasi."
Teknologi,SISTEM PENDUKUNG KEPUTUSAN KARYAWAN PENERIMA REWARD BEDAH RUMAH DENGAN METODE SIMPLE ADDITIVE WEIGHTING (SAW)(STUDI : KASUS PT SINAR INDAH KERTAS),"NI’MAH, CHOMSATUN",2019,"PT Sinar Indah Kertas merupakan sebuah perusahaan kertas yang maju di Kabupaten Kudus. Perusahaan ini memiliki cara tersendiri dalam memberikan reward kepada karyawannya. Reward yang diberikan berupa program bedah rumah. Namun selama ini proses penyeleksian program bedah rumah itu masih menggunakan cara manual sehinggadalam proses seleksinya kurang efisien dan hasil yang diperolehpun kurang efektif. Untuk itu diperlukan sebuah metode yang digunakan untuk memilih karyawan penerima reward dengan waktu yang relatif singkat dan hasil yang maksimal. Maka dari itu dikembangkan sebuah sistem pendukung keputusan pemilihan karyawan penerima reward bedah rumah dengan metode SAW berbasis web. Sistem ini dibuat menggunakan bahasa pemrograman PHP dan database MySQL. Kriteria yang digunakan yaitu masa kerja karyawan, status karyawan, hak milik rumah, jumlah keluarga yang di tanggung, kondisi rumah, inventaris pribadi dan hasil kinerja karyawan berdasarkan KPIM (key performance indicator and monitoring) selama 3 bulan terakhir. Kesimpulan yang diperoleh dari penelitian ini yaitu sistem membutuhkan waktu yang lebih singkat dibandingkan dengan cara manual.

Kata Kunci: sistem pendukukung keputusan, reward, saw"
Teknologi,SISTEM PENGAMBIL KEPUTUSAN PENILAIAN KINERJA VENDOR DI PLN DENGAN METODE SIMPLE ADDITIVE WEIGHTING (SAW),"Mayasari, Nanik",2019,"Sebagai objek vital Negara yang memasok kebutuhan listrik untuk Jawa dan Bali, PLN Tanjung Jati B sering melakukan pembelian barang dan jasa guna kebutuhan operasional. Namun buyer kesulitan dalam menentukan vendor pemenang, karena penilaian masih dilakukan dengan cara manual. Selain itu akan timbul penilaian bahwa adanya gratifikasi dan pemilihan secara subjektif. Tujuan dari penelitian ini adalah terciptanya sistem pengambil keputusan yang dapat mempermudah dan mempercepat buyer dalam penentuan vendor pemenang, sehingga PO dapat diterbitkan. Penelitian ini dilakukan di PLN Tanjung Jati B Unit 1 dan 2. Metode pengembangan sistem yang dilakukan adalah modified waterfall. Sistem dirancang menggunakan metode Simple Additive Weighting (SAW) untuk menentukan vendor pemenang dalam proses pengadaan barang atau jasa. Proses pengujian yang dilakukan dengan membandingkan hasil perhitungan secara manual dan dengan menggunakan sistem menampilkan hasil yang sama. Hasil juga menunjukkan bahwa metode ini lebih efektif dalam menentukan vendor pemenang yang tepat dan sesuai berdasarkan kriteria dibandingkan dengan cara manual. Sistem ini dapat membantu menyelesaikan dan mempercepat proses pembuatan PO di PLN Tanjung Jati B Unit 1 dan 2. Selain berfungsi sebagai sistem pengambil keputusan juga berfungsi sebagai sistem informasi.

Kata kunci : PLN Tanjung Jati B, Modified Waterfall, Simple Additive Weighting"
Teknologi,SISTEM INFORMASI INVENTORY DAN PENJUALAN DI TOKO PANGESTU BUSANA,"MUNAWAROH, SITI",2019,"Toko Pangestu Busana terletak di daerah Pati, menjual aneka produk pakaian, sepatu dan aksesoris. Letak yang jauh dari pusat kota memiliki kendala pada tranportasi, konsumen yang akan berkunjung kesulitan untuk datang ke sana. Di Toko Pangestu Busana sistem yang dijalankan masih manual, dari aktivitas pelaporan stok barang sampai media promosi. Faktor ini yang mejadi latar belakang pembuatan sistem informasi yang bisa mengelola inventory dan penjualan di Toko Pangestu Busana. Perancangan Sistem Informasi Inventory dan Penjualan di Toko Pangestu Busana, dimulai dari tahap pengumpulan data, kemudian tahap perancangan sistem menggunakan UML serta membuat web design atau rancangan tampilan desain web dan kebutuhan sistem serta bahasa yang digunakan untuk membuat sistem informasi ini. Nantinya sistem informasi ini dibuat berbasis web. Dari perancangan sampai pengujian aplikasi website, dan hasilnya sebagai berikut : Sistem sudah bisa memanajemen invetory dari stok barang sampai pelaporan barang yang sudah terjual, Mengakomodasi sistem penjualan online dan offline yang berada di toko, Memudahkan dalam mengakses sistem karena berbasis web, dan dapat diakses menggunakan komputer atau hp.

Kata Kunci : Sistem Informasi, Inventory, Penjualan, Toko Pangestu Busana"
Humaniora,IDENTIFIKASI BAHASA PUBLIKASI MENGGUNAKAN JARINGAN SYARAF TIRUAN BERBASIS UNIGRAM,"MUNANDAR, ADI ARIYO",2019,"Bahasa merupakan alat komunikasi untuk bisa saling berhubungan satu sama lain. Dengan bahasa manusia dapat membuat sebuah karya, salah satunya dalam bentuk tulisan. Tulisan yang dibuat berupa penelitian yang dimuat dalam bahasa publikasi. Bahasa publikasi dibedakan menjadi dua macam diantaranya adalah bahasa publikasi nasional dan internasional. Publikasi nasional yaitu publikasi yang dibuat oleh penulis berdasarkan asal negara pembuat. Publikasi internasional adalah publikasi yang dibuat penulis dengan menggunakan bahasa yang banyak diakui oleh banyak negara. Dan ditulis dengan menggunakan bahasa resmi perserikatan bangsa-bangsa yaitu Arab, Inggris, Perancis, Rusia, Spanyol, dan Tiongkok. Oleh karena itu pentingnya sebuah dokumen untuk mengklasifikasikan kedalam bahasa publikasi nasional atau internasional.Untuk itu diperlukan sebuah sistem yang dapat membedakan bahasa. Salah satunya dengan membuat sebuah sistem Identifikasi bahasa publikasi menggunakan jaringan syaraf tiruan berbasis unigram. sistem tersebut mampu membedakan bahasa penulisan. Bahasa penulisan akan di ekstract dengan menggunakan unigram, kemudian diterapkan metode jaringan syaraf tiruan untuk mengambil sebuah keputusan. Jaringan syaraf tiruan merupakan salah satu metode kecerdasan buatan. Prosesnya terdiri dari preprocessing, training dan testing serta evaluasi hasil. Sehingga hasilnya, sistem akan mampu mengenali bahasa penulisan tersebut. Dokumen berbahasa indonesia akan menghasilkan angka diatas sama dengan 0.5 dan dokumen berbahasa inggris menghasilkan angka dibawah 0.5. Hasil evaluasi precision bahasa indonesia 98.4% dan bahasa inggris 98%. Untuk recall bahasa indonesia 98% dan bahasa inggris 98.4%.

Kata Kunci : Bahasa, Jaringan Syaraf Tiruan, Unigram, preprocessing, Training"
Teknologi,RANCANG BANGUN SISTEM PERSEDIAAN BARANG GUDANG PADA PT. ABADI JAYA MANUNGGAL MENGGUNAKAN METODE EOQ (ECONOMIC ORDER QUANTITY),"MAHMUDI, WILDANA LATHIF",2019,"EOQ salah satu dari beberapa metode perhitungan yang bertujuan untuk menentukan total pesanan yang ekonomis dengan meminimalkan biaya pemesanan barang dan biaya penyimpanan barang. Sistem informasi yang dirancang diharapkan mampu mengelola bahan baku dengan dilengkapi perhitungan EOQ yang dapat merencanakan biaya pesan dan simpan yang lebih efektif dan efisien dalam pembelian bahan baku, dan sistem informasi yang dilengkapi informasi penjadwalan dalam melakukan pembelian bahan baku dan disertai laporan-laporan yang dibutuhkan dalam pengelelolaan persediaan bahan baku. Dengan menggunakan metode framework web engineering yang terdiri dari communication, planning, modeling, contruction, deployment menghasilkan Penerapan Metode EOQ dalam Sistem Informasi Persediaan Barang untuk pengendalian biaya bahan baku pada PT. Abadi Jaya Manunggal.

Kata Kunci : biaya pesan, biaya simpan, metode EOQ"
Teknologi,DETEKSI KEMIRIPAN PROPOSAL TUGAS AKHIR DENGAN MENGGUNAKAN METODE RABIN KARP PADA JURUSAN TEKNIK INFORMATIKA UNISSULA,"LUTHFI, AHMAD MUSTAFID",2019,"Untuk syarat menyelesaikan Tugas Akhir sebelum sidang Tugas Akhir harus membuat Proposal Tugas Akhir dimana mahasiswa dalam pembuatan Proposal Tugas Akhir bisa melihat Proposal Tugas Akhir dari kakak tingkat yang sudah menyelesaikan Proposal Tugas Akhir yang sudah disetujui oleh Dosen Pembimbing atau juga bisa mencari referensi lain diinternet baik jurnal maupun paper. Untuk mencegah adanya unsur plagiarisme dalam pembuatan Proposal Tugas Akhir mahasiswa tidak boleh meniru persis kata atau kalimat yang akan dijadikan sebagai acuan dari pembuatan Proposal Tugas Akhir. Oleh sebab itu dibuatlah sebuah sistem “Deteksi Kemiripan Proposal Tugas Akhir Dengan Metode Rabin Karp Pada Jurusan Teknik Informatika Unissula”. Pada proses pendeteksian dalam sistem akan melewati proses preprocessing yang terdiri dari tahap case folding dimana sebuah kalimat dalam Proposal Tugas Akhir akan disetarakan hurufnya menjadi kecil semua dari huruf kapital menjadi huruf kecil. Tahap tokenizing dimana didalam kalimat akan dihapus spasi ataupun spesial karakter lain selain huruf. Tahap filtering dimana dari proses tokenizing akan diambil kata-kata dasar . Setelah itu masuk proses Metode Rabin Karp yaitu proses tokenizing k-gram yang akan memotong huruf yang ada didalam teks sesuai dengan nilai k-gram. Kemudian proses hashing dimana hasil pemotongan huruf sesuai dengan nilai ¬k-gram akan ditransformasikan dari huruf menjadi angka yang akan dihitung nilai ¬k-gram. Kemudian proses fingerprint yang akan mengumpulkan nilai hash yang sama antara kedua teks yang dideteksi. Dan hasilnya adalah dihitung nilai similarity dari teks satu dengan teks dua sehingga akan keluar hasil presentase similarity Proposal Tugas Akhir.

Kata Kunci : Proposal Tugas Akhir, Plagiarisme, Metode Rabin Karp, Preprocessing"
Teknologi,SISTEM PENDUKUNG KEPUTUSAN DALAM MEMPREDIKSI JUMLAH PENJUALAN SOFTLENS MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING PADA OPTIK SEKARAN,"Khoirunnisa, Khoirunnisa",2019,"Optik Sekaran merupakan perusahaan yang berkembang dalam bidang penjualan alat bantu penglihatan seperti kacamata dan softlens. Dalam menejemen penjualan softlens saat ini, masih terdapat beberapa kendala yang dihadapi. Salah satunya adalah jumlah persediaan barang yang kurang tepat. Dengan perubahan model softlens yang sangat cepat berganti, beberapa produk dengan desain yang lama menjadi kurang diminati, hal ini dapat berpengaruh pada manajemen persediaan barang. Jika stok barang berlebihan maka akan menyebabkan barang tersebut cepat usang, kadaluarsa, dan kualitas produk menjadi buruk, begitu pula sebaliknya jika kurang persediaan barangnya maka akan menimbulkan kehilangan konsumen, dan berkurannya pendapatan yang seharusnya didapatkan. Dengan begitu, dibutuhkan sistem informasi untuk memprediksi jumlah penjualan barang pada Optik Sekaran. Penelitian ini menggunakan metode double exponential smoothing dari holt. Untuk mengukur tingkat kesalahan akurasi digunakan MAPE dan MAD.
	
Kata Kunci : Optik Sekaran, Prediksi, Double Exponential Smoothing, MAD, dan MAPE"
Teknologi,IMPLEMENTASI CASE BASED REASONING UNTUK MENDIAGNOSA KERUSAKAN MESIN TRUK NISSAN DIESEL MD 92 TB,"KURNIAWAN, YAHYA",2019,"Sistem Pakar merupakan hasil dari perancangan yang digunakan untuk mengaplikasikan kemampuan dari seorang pakar untuk menyelesaikan suatu masalah dan diterapkan ke dalam program computer. Truk adalah alat tranportasi pengiriman barang melalui jalur darat yang diminati oleh pengusaha karena daya angkut cukup banyak dan biaya yang relatif lebih murah dibandingkan pengiriman barang jalur udara maupun jalur laut. Semakin seringnya truk memuat barang yang cukup banyak dengan kondisi truk yang jarang diservis maka mesin akan mengalami kerusakkan. Berkembangnya teknologi saat ini baik dari teknologi mesin maupun dari teknologi komputerisasi. Salah satu contoh bagaimana mendiagnosa kerusakan mesin truk dengan metode Case Based Reasoning. Konsep dasar CBR adalah basis data yang berisi kasus permasalahan yang sudah ditemukan sebelumnya, untuk kemudian kasus tersebut akan diproses untuk mencari kesamaan dengan kasus yang baru sehingga akan ditemukan solusi. Dengan adanya sistem ini dapat membantu mempercepat mekanik dalam proses pengerjaan dan memuaskan konsumen dikarenakan waktu perbaikkan lebih cepat.

Kata Kunci: Case Based Reasoning, Truk, Sistem Pakar"
Teknologi,PERANCANGAN APLIKASI E-RAPORT PADA MTs MIFTAHUL ULUM SEKURO JEPARA,"INDARTI, INDARTI",2019,"Saat ini Mts Miftahul Ulum Sekuro dalam proses penilaian hasil belajar bagi peserta didik masih menggunakan cara manual yaitu berupa buku raport sehingga dalam prosesnya sering memakan waktu yang lama dimana guru mata pelajaran terlebih dahulu menulis nilai siswa perkelas ke dalam kertas penilaian selanjutnya kertas hasil penilaian tersebut di serahkan kepada wali kelas, oleh oleh Wali kelas nilai yang telah di berikan oleh guru mata pelajaran di tulis kembali ke dalam buku raport. Proses-proses manual tersebut memakan waktu yang sangat lama. Sehingga hal ini telah membuang waktu tenaga yang di keluarkan baik oleh mata pelajaran ataupun wali kelas.oleh karana itu dirancangan aplikasi E-raport Berbasis W eb guna mempercepat proses peniaian hasil belajar peserta didik, dengan aplikasi ini wali kelas hanya bertugas input nilai ekskul dan absensi daja sedang kan nilai-nilai siswa dikelola langsung oleh guru mata pelajaran masing-masing. Aplikasi ini menghasilkan lembar rapor laporan data nilai siswa.

Kata Kunci : Aplikasi e-raport pada Mts Miftahul Ulum Sekuro"
Teknologi,PERBANDINGAN METODE TECHNIQUE FOR ORDER PREFERENCE BY SIMILARITY TO IDEAL SOLUTION (TOPSIS) DAN ANALYTICAL HIERARCHY PROCESS (AHP) UNTUK KEPUTUSAN PENERIMAAN CALON PEGAWAI BARU (STUDI KASUS : SWALAYAN SENTRAL KENDAL),"IKHSAN, MUHAMMAD",2019,"Proses rekrutmen dan seleksi pegawai adalah proses paling pertama bagi sebuah perusahaan untuk mendapatkan pegawai berkualitas yang dibutuhkan perusahaan. Kebutuhan akan sumber daya manusia (SDM) yang berkualitas merupakan kebutuhan mutlak bagi sebuah perusahaan untuk dapat berkembang dan maju di masa depan, demikian pada Swalayan Sentral Kendal. Untuk itu swalayan tersebut selalu mendorong meningkatkan kualitas tenaga kerja. Sistem pendukung keputusan merupakan suatu sistem yang digunakan untuk membantu proses pengambilan keputusan dalam suatu organisasi atau perusahaan dengan menerapkan metode yang sesuai dengan bidang keputusan yang diambil. Pengambilan keputusan secara manual tanpa menggunakan SPK akan menghasilkan penilaian yang tidak objektif dan tidak tepat. Metode TOPSIS (Technique for orde preference bu similarity to ideal solution) merupakan metode pengambilan keputusan multikriteria yang mana pada dasarnya berprinsip pada solusi alternatif terpilih terbaik yang mempunyai jarak terdekat dari setiap solusi ideal positif dan juga memiliki jarak terpanjang dari solusi ideal negatif dan metode AHP (Analytical Hierarchy Process) merupakan salah satu metode untuk membantu menyusun suatu prioritas dari berbagai pilihan dengan menggunakan berbagai kriteria. Dimana AHP sendiri bersifat multikriteria. Dimana nantinya sistem ini memungkinkan pihak swalayan untuk menentukan aspek penilaian, berdasarkan kebutuhan swalayan. 

Kata kunci: Sistem pendukung keputusan, penerimaan pegawai, TOPSIS, AHP"
Teknologi,SISTEM REKOMENDASI PENCARIAN KOS DI KOTA SEMARANG MENGGUNAKAN METODE HAVERSINE DAN METODE TOPSIS,"Hendri, Mokhamad",2019,"Di era teknologi sekarang ini yang perkembangannya semakin pesat sistem informasi sangat dibutuhkan didalam segala bidang terutama atau khususnya dalam pencaraian lokasi seperti sistem yang akan dibangun oleh peneliti. Untuk mempermudah pencarian kos dibutuhkan aplikasi atau sistem untuk mempermudah user dalam mencari kos-kosan karena belum adanya sistem informasi pencarian kos khusus untuk daerah kota Semarang. Diharapkan dengan adanya aplikasi ini dapat membantu menentukan jarak terdekat dan menentukan rekomendasi kos dengan menggunakan metode haversine dan metode topsis.Metode Haversine Formula menghitung jarak antara 2 titik dengan berdasarkan panjang garis lurus antara 2 titik pada garis bujur dan lintang dan Topsis  memiliki konsep dimana alternatif yang terpilih merupakan alternatif terbaik yang memiliki jarak terpendek dari solusi ideal positif dan jarak terjauh dari solusi ideal negatif.Dalam pembuatan website pencarian kos ini telah dibuktikan bahwa metode haversine dan topsis menjadi metode yang sangat cocok dalam pengaplikasian sistem pintar dalam merekomendasikan pencarian kos, kedua metode tersebut telah berhasil diaplikasikan dan tercapai pembuktian bahwa pencarian kos menjadi lebih sesuai dengan nilai perbandingan yang telah dicantumkan.

Kata Kunci: sistem informasi, metode haversine, metode topsis, google map, Semarang"
Teknologi,SISTEM REKOMENDASI CREDIT RATING PENGAJUAN PINJAMAN PADA KOPERASI HANDAYANI DI SMA NEGERI 3 KOTA TEGAL MENGGUNAKAN METODE AHP (ANALITHYCAL HIERARCHY PROCESS),"HUDA, RIFA’A ACHMAD",2019,"Koperasi HANDAYANI di SMA Negeri 3 Kota Tegal adalah koperasi yang bergerak di bidang simpan pinjam yang melayani pinjaman kepada guru dan anggota staff di SMA Negeri 3 Kota Tegal. Dengan banyaknya pengajuan pinjaman dan keterbatasan uang yang tersedia pada koperasi, maka pihak koperasi harus memilih dengan selektif calon peminjam yang paling membutuhkan atau calon peminjam yang paling diprioritaskan sesuai dengan kriteria dan merangkingnya. Sistem rekomendasi didefenisikan sebagai sistem yang digunakan untuk mendukung dan membantu pihak manajemen melakukan pengambilan keputusan semitersrtuktur dan tidak terstruktur. Pada dasarnya konsep sistem rekomendasi hanyalah sebatas pada kegiatan membantu, untuk melakukan penilaian. Sistem rekomendasi merupakan sistem informasi interaktif yang dapat menyediakan informasi dan rekomendasi untuk menentukan calon peminjam. Metode Analithycal Hierarchy Process (AHP) memudahan penilaian kriteria majemuk dengan suatu kerangka berfikir yang komprehensif pertimbangan proses hirarki yang kemudian dilakukan perhitungan bobot untuk masing-masing kriteria dalam menentukan kelayakan pemberian pinjaman yang akan menghasilkan Credit Risk Scoring (CRS) berupa ranking untuk menentukan kelayakan calon peminjam. 

Kata kunci: Simpan Pinjam, Sistem pendukung keputusan, AHP"
Teknologi,"SISTEM PENDUKUNG KEPUTUSAN PENELUSURAN MAHASISWA BERPRESTASI
UNIVERSITAS ISLAM SULTAN AGUNG MENGGUNAKAN METODE SIMPLE ADDITIVE WEIGHTING (SAW)","HUDA, NURUL",2019,"Universitas Islam Sultan Agung merupakan perguruan tinggi swasta yang berjasa dalam mencerdaskan bangsa sejak tahun 1962, hingga saat ini terus istiqomah mencetak generasi khaira ummah. Untuk itu system seleksi mahasiswa merupakan hal yang sangat penting untuk melahirkan generasi yang terbaik demi mewujudkan visi Bismillah Membangun Generasi Khaira Ummah. Sistem ini dibuat menggunakan bahasa pemrograman PHP dan database MySQL serta memanfaatkan framework lavel. Kriteria yang digunakan yaitu nilai mata pelajaran, prestasi akademik dan nonakademik. Hasil yang diperoleh adalah sebuah sistem pendukung keputusan penelusuran mahasiswa berprestasi yang memudahkan panitia penelusuran mahasiswa baru dari jalur berprestasi Universitas Islam Sultan Agung dalam melakukan perangkingan. 
 
Kata Kunci : sistem pendukukung keputusan, SAW, Prestasi, Beasiswa"
Teknologi,IMPLEMENTASI METODE SCRUM PADA PENGEMBANGAN APLIKASI DELIVERY ORDER BERBASIS WEBSITE (STUDI KASUS PADA RUMAH MAKAN LOMBOK IDJO SEMARANG),"HADJI, SHON",2019,"Metode Scrum merupakan metodologi yang termasuk dalam agile software development. Scrum dinilai dapat menghasilkan kualitas perangkat lunak yang baik sesuai dengan keinginan pengguna, dapat digunakan dalam proyek besar maupun kecil, dan mudah untuk mengadopsi perubahan. Tahapan aktifitas scrum meliputi produk backlog, sprint backlog, daily scrum, sprint review, dan sprint restropective. Peran dalam scrum meliputi product owner, scrum master, dan development team. Scrum memiliki tahapan yang terstruktur dan bersifat perulangan, sehingga jika produk pada sprint pertama belum cukup memenuhi kebutuhan, maka pada sprint berikutnya dapat dikembangkan sistem yang sesuai dengan evaluasi pengguna. Hasil yang diperoleh pada pengembangan Aplikasi Delivery Order berbasis Website menggunakan metode scrum ini terbukti dapat mengatasi perubahan requirements pada saat fase pengembangan sistem, menghasilkan produk yang sesuai dengan keinginan pengguna karena mendapatkan review secara berulang.

Kata Kunci : Delivery Order, Scrum, Pengembangan sistem, Website"
Teknologi,PROTOTIPE SISTEM SMARTHOME MENGGUNAKAN CORDOVA DALAM INTERNET OF THINGS (IOT) BERBASIS ANDROID,"GUNAWAN, GUNAWAN",2019,"Internet of things merupakan teknologi yang berperan untuk menghubungkan perangkat dalam rumah untuk dapat berinteraksi secara digital dengan manusia maupun berinteraksi dengan peralatan lainya menggunakan internet. Sehingga penelitin ini akan dapat dikendalikan dari jarak jauh. Pada penelitian ini dapat dirumuskan masalah yaitu bagaia mana cara membuat alat yang dapat mengendalikan status pintu, lampu, pintu, sensor gas dan sensor pir dari android melalui internet dan bagaimana cara membangun sistem smarthome dengan mengguakan cordovo yang mudah di gunakan. Keberadaan kadar gas dan sensor pir dapat akses melalui oleh aplikasi android secarah real time melaui jalur MQTT (Massage Queuing Telemetry Ttransport) sebagai jalur pengirim dan penerima data dan untuk lebih mempermudah user untuk proses, prototipe ini menggunakan smartphone untuk mempermudah pengguna mengakses smarthome. Fitur pada prototipe smarthome ini difungsikan untuk memntau sensor pir dan gas melalui smartphone android dan untuk mempermudah menatikan lampu dan menyalakan lampu,membuka pintu dan menutup pintu melalui akses internet atau wifi.

Kata kunci : CORDOVA, MQTT, IOT, SMARTHOME, lampu, pintu, sensor pir dan sesor gas"
Teknologi,RANCANG BANGUN SISTEM INFORMASI DENGAN METODE ICONIX PROCCES (Studi Kasus : Pendaftaran Calon Peserta Latihan Kader II Himpunan Mahasiswa Islam Cabang Semarang),"GANEFO, TAUFAN",2019,"Lembaga Himpunan Mahasiswa Islam (HMI) adalah lembaga yang berperan aktif dalam berbagai kegiatan yang melibatkan berbagai elemen mahasiswa dan juga masayarakat. Sebagai  organisasi yang memiliki peranan penting dalam mewujudkan kualitas generasi yang memiliki wawasan kerohanian serta keintelektualan yang mumpuni, HMI setiap tahunnya melakukan pengkaderan yang melibatkan banyak peserta dari berbagai daerah. Dalam kegiatan tersebut dibutuhkan sebuah terobosan baru yang dapat membatu proses perekrutan latihan kader melalui sistem informasi yang terpusat. Untuk itu sistem informasi pendaftaran yang bersifat online yang dapat membantu terciptanya suasana sistem pengkaderan yang lebih terpusat, dan diakses dengan mudah. untuk mewujudkan hal tersebut dibangulah sebuah sisitem informasi pendaftaran kader dengan metode iconix process.  Dengan metode ICONIX Process mampu mengoptimalkan rancang bangun sistem pendaftaran calon peserta latihan kader. Seperti adanya fungsional requirement, domain model, robustness diagram, sequence diagram, dan GUI Story Board memudahkan penemuan class diagram dalam pembangunan sistem. Dengan adanya sistem mampu mengoptimalkan proses pendaftaran di HMI, dalam sebuah sistem pendaftaran menggunakan media online calon peserta dan panitia mampu berinteraksi secara masif dan terpadu diberbagai penjuru cabang yang tersebar di seluruh wilayah indonesia. 

Kata Kunci : HMI, Pendaftaran kader, ICONIX Process"
